ID,x,y,time_enter,time_exit,facility_visited,num_check_in
1871332,0.23,-0.5,31247,78486,44,17
1468447,-0.76,-1.08,31429,81484,43,14
1583367,-0.12,-0.81,31738,78370,40,17
1668984,-0.6,-1.08,32139,81417,38,15
47101,-0.64,-0.17,31945,80887,35,11
2085655,-0.76,0.79,29323,81250,42,49
1587850,-1.01,-1.15,32799,83965,45,27
1448389,-0.64,-0.16,31945,80887,36,11
217150,0.31,-0.18,29467,73203,39,23
1532160,0.09,1.15,30343,73269,34,35
14835,0.29,-0.92,30884,72565,40,26
374745,-0.98,2.33,28840,80790,35,46
1865282,-1.25,-0.79,30775,81581,37,32
661980,0.21,0.25,31977,74261,41,22
65109,0.21,0.26,31977,74261,41,22
1681027,0.07,0.95,29467,73426,40,28
970160,-0.47,0.88,31593,78092,40,33
1527648,-0.26,1.28,30432,76912,36,40
1626629,-0.85,2.41,30482,77653,37,49
238547,-0.88,1.71,31431,80217,36,40
1152260,-0.72,-0.64,31011,82065,32,17
1789535,-0.02,1.79,30842,73314,36,30
635721,4.34,0.44,31609,48614,24,9
666534,0.05,0.66,30653,77345,37,35
999107,0.83,0.51,31418,73618,39,29
1690335,-0.82,0.28,34767,84353,48,24
1870869,-0.75,2.51,31315,78188,35,49
720589,2.69,0.15,35863,59081,30,12
953272,-0.83,0.73,30450,80196,42,20
1081552,-0.46,-1.12,31604,78375,41,23
248169,-0.57,0.72,32067,80467,45,18
2019077,-1.02,-0.35,31394,80368,38,20
445806,0.16,0.34,32258,76662,38,33
1788413,-0.21,0.7,30587,76256,38,28
1911267,0.58,-0.01,30904,74518,44,16
644244,0.39,0.52,31586,73144,37,37
408230,-0.58,0.06,29818,80684,38,37
1649682,-0.42,0.56,29395,77601,39,15
919935,0.26,-1.59,29176,73023,43,30
1288670,4.25,1.06,29568,47834,35,16
1549048,-0.61,-0.6,29261,80385,44,18
1313613,-0.75,0.8,28875,80110,42,26
973665,-0.97,-0.38,29379,81574,45,24
570711,-1.01,-1.15,32799,83965,46,27
647535,0.74,-0.71,29467,73089,34,16
1543979,3.54,0.53,34892,55120,27,11
1383548,-0.31,1.9,31247,78527,37,24
1010543,-0.59,0.12,29819,79864,37,23
869478,-0.54,-0.67,29476,78476,41,16
973062,0.26,-1.59,29176,73023,44,30
829257,0.31,0.05,29736,73833,45,24
279576,-0.1,-0.26,30605,77051,40,16
56467,-1.02,-0.36,31394,80367,40,20
1085383,1.21,0.39,30619,66280,36,13
1227574,-0.61,0.43,29197,79610,45,33
1095099,-0.06,1.55,29784,76723,34,14
161781,0.63,0.15,31462,72918,40,27
872429,-1.08,-0.8,32314,82410,42,22
241972,-0.37,2.15,30422,77241,37,40
635075,0.49,-0.74,30011,73795,34,18
537824,0.43,-0.85,30904,74319,41,22
1174742,0.34,0.27,32173,74184,42,37
1533011,-0.61,0.42,29197,79610,46,33
1413637,-0.66,-0.09,30775,81919,39,39
1027276,0.49,2.41,30219,72673,36,38
593157,-0.57,-1.03,32005,81027,34,15
1684033,-0.86,-0.2,35655,83882,43,22
1781128,5.28,0.23,34682,43913,10,1
1517572,-0.44,0.47,30482,77369,45,22
1688712,-0.18,-0.44,30841,78187,44,14
1075706,-0.6,-2.54,31684,80939,41,12
430753,0.39,-0.35,31663,72835,44,17
1027078,-0.76,-1.07,31429,81484,42,14
2028099,-0.69,-1.7,31429,81486,39,24
1743350,-0.51,1.75,29929,77943,38,47
1336870,3.38,-0.36,34130,55280,34,15
1014820,-0.31,1.91,31247,78528,36,24
1297882,-0.11,-0.23,29576,76056,42,19
1103520,-0.59,-2.54,31684,80938,40,12
341718,0.02,0.14,31574,73487,39,16
1074970,4.44,0.84,31662,47852,32,21
1522107,-0.24,1.47,29601,76573,37,34
153470,-0.03,1.93,31593,77870,36,25
741411,0.32,0.69,28867,73854,38,27
1758610,-0.75,0.35,34815,83963,42,23
240423,-0.32,-1.2,29575,78003,42,20
96702,0.57,-0.02,30904,74517,41,16
1393239,-0.83,0.28,34767,84354,47,24
1391505,-0.38,-1.48,32207,80352,42,22
1134424,-0.5,1.68,29590,77639,39,46
1134427,-0.05,-0.81,30433,73871,42,34
1059549,-0.52,-0.2,30292,81130,43,19
766395,-1.03,-1.68,29379,81512,41,19
758067,-1.02,-1.15,32799,83965,46,27
1729573,0.66,-0.2,31380,72651,42,16
1046855,1.2,0.39,30619,66280,34,13
884921,-0.47,-1.6,29259,81243,46,24
1257239,-0.91,1.78,28990,81019,35,52
336328,-0.22,0.46,30900,76281,37,52
1185685,-0.62,-0.08,29818,80837,38,18
1142347,-0.73,-0.89,31794,81478,42,20
357245,-0.47,0.88,31593,78093,40,33
1787551,2.6,-0.7,31540,62061,31,2
1061455,-0.75,0.35,34815,83962,42,23
924388,-0.88,0.23,29366,79819,44,31
821721,0.74,-0.71,29467,73089,36,16
486500,-0.94,0.24,29474,80895,44,24
627051,-0.37,-0.02,30973,80066,50,25
1679652,-1.39,0.47,30238,81445,35,23
806422,-0.8,-1.15,31312,82331,35,13
1337249,0.7,0.22,31586,73623,32,13
745640,0.27,0.2,30002,73395,44,21
236660,3.48,-0.06,32796,54733,21,7
2016064,0.05,-1.73,30987,72468,35,24
2005732,0.29,-0.4,30845,73267,36,20
293920,-0.44,0.48,30482,77369,45,22
799354,0.31,0.27,30550,74551,31,12
1058549,-0.45,-0.38,31569,79893,35,41
1382417,-1.01,-1.14,32799,83964,46,27
1631132,-0.33,1.01,30336,76441,34,42
766649,0.32,0.29,29716,72587,41,24
20986,0.6,1.44,32111,72369,34,39
1334236,-1.13,1.49,30775,81750,41,23
1379300,-0.18,-0.19,30447,77762,33,6
1220077,-0.46,-1.54,28925,78614,37,15
1127288,3.48,-0.06,32796,54733,22,7
470762,0.27,-0.93,30884,72565,41,26
1087254,-0.49,0.78,29127,76066,39,26
692898,1.19,0.37,30619,66280,35,13
743963,0.55,0.65,30884,72779,36,20
1959069,0.83,-0.85,31205,74817,39,6
494254,0.47,0.59,29131,72563,42,27
254029,-0.21,1.88,29043,76440,39,23
1101250,0.14,-0.69,31280,75322,37,13
185523,-0.02,-0.8,31247,78493,41,26
702567,-0.35,0.75,29210,78187,39,18
485743,0.25,0.25,30884,72686,39,28
1520987,-0.91,0.1,31819,81869,39,18
1229660,-1.03,2.35,30775,81704,40,40
227048,0.43,-0.85,30904,74320,40,22
668662,-0.25,-0.75,28877,78375,34,13
1253108,-0.8,1.14,29562,81464,41,45
863916,0.16,1.45,32257,77017,41,21
203445,-0.85,-0.2,35655,83881,43,22
668484,-1.14,1.87,29067,81376,36,46
1463759,0.26,0.29,29601,74328,45,19
1035740,-1.12,0.41,29084,81262,36,31
1201916,0.64,2.14,30767,72870,38,21
937230,0.51,1.01,32260,73431,40,28
481534,0.7,-1.04,64068,83890,29,11
1855484,0.03,0.35,29293,77407,41,13
1062596,-0.82,0.28,34767,84354,49,24
1679345,0.62,0.81,31977,73927,41,18
1196711,-0.35,-0.03,30236,76455,35,32
715332,0.26,0.29,29319,73749,37,15
2038667,-0.55,0.44,31429,81666,48,27
400555,-0.11,-0.26,30605,77051,40,16
1216041,-1.16,-0.16,30297,81309,40,16
152250,0.93,-0.72,30914,72514,43,17
163330,0.28,1.17,31449,74486,33,36
419467,0.23,1.42,31384,74793,33,23
1455959,0.62,1,29495,73014,42,11
195058,-0.04,-1.07,31814,76371,43,15
957036,-0.72,-0.53,32206,80671,38,22
687781,0.49,-1.54,29821,72546,31,10
1360141,0.45,-1.2,31004,74178,42,14
1878482,1.21,0.4,30619,66280,35,13
597706,-0.81,-0.91,29379,81191,46,30
133312,-0.02,1.35,31230,76371,31,14
2087525,-0.39,0.73,29707,78462,47,20
1086703,-0.54,-1.19,31429,81688,44,11
1049061,0.14,-0.62,29576,76388,40,28
1390240,-0.52,0.52,29942,77339,33,46
892578,-0.17,-0.67,28895,77595,46,19
2044615,0.47,-0.59,31174,73816,41,22
1739457,0.34,0.25,30904,74276,41,24
503970,-0.82,2.09,31043,80466,29,51
1267964,-0.83,0.28,34767,84354,48,24
1280868,0.84,-1.04,63882,83628,36,12
295428,0.21,-0.39,30820,74624,37,15
575771,-0.04,1.93,31593,77870,36,25
694491,0.55,-1.32,30055,73585,36,21
1415170,-0.63,-0.96,32207,80416,43,23
1367476,-0.06,-0.86,29209,76716,41,25
1491664,0.01,0.75,30904,74433,37,25
979804,-0.09,0.55,31951,76698,45,19
1297648,0.51,-1.32,29495,72810,41,26
996258,0.38,-0.4,28849,74577,40,12
958301,-0.26,-0.29,31301,78308,46,18
1880974,3.48,-0.62,35938,55027,25,12
176894,1.2,0.39,30619,66280,35,13
866601,0.38,0.64,31954,74023,41,19
1446246,0.52,0.55,29467,72981,39,24
1557777,0.4,-0.06,29495,72825,46,21
216057,3.34,0.18,33978,55613,27,11
1933593,0.25,-0.33,53088,83619,36,21
1586378,0.87,-1.19,64770,83933,39,19
865155,0.56,0.65,30884,72779,36,20
1941845,0.06,1.37,29202,76413,37,15
168789,-0.52,-0.2,30292,81129,43,19
1678214,-0.83,-0.81,30661,81088,36,32
1141064,-0.76,0.35,34815,83962,42,23
1933119,-0.76,-0.85,30632,80442,40,22
1128427,0.27,-0.5,32139,73621,39,14
83376,-0.37,1.67,31593,78284,37,42
811009,0.41,-1.28,30764,76096,42,13
779535,0.18,2.88,29467,73115,29,26
1176992,-0.53,-1.19,31429,81688,43,11
1831128,-0.53,-0.8,29576,76462,43,27
254809,3.62,-0.78,35133,55175,34,11
1280655,-0.57,0.19,31007,79675,41,19
416135,0.41,-1.28,30764,76097,41,13
787081,1.21,0.39,30619,66280,36,13
1223310,-0.59,0.64,29590,77628,41,43
1259987,0.17,-0.3,30434,73698,40,21
1022384,0.53,-1.67,47391,79941,37,16
1800117,0.34,-0.3,31696,73726,35,12
272033,2.22,1.22,34249,62027,33,17
1397469,-0.9,1.7,30366,81867,37,46
930115,0.37,0.42,30653,73955,33,15
975680,0.46,-0.17,30233,73715,42,15
1217112,-0.42,-1.93,31849,76456,38,27
1947415,0.33,0.26,31237,74763,46,16
1183890,-0.79,0.34,32001,80857,40,22
1161488,-0.24,-0.29,29576,76319,43,21
1739582,-0.18,0.56,29015,78092,42,20
1297867,0.8,-0.2,31977,73819,39,19
1699336,0.17,1.65,31385,74771,30,12
1353156,0.46,0.13,30628,72871,37,39
545873,-0.07,1.01,32257,76701,39,34
480467,0.91,-0.49,31539,73475,41,22
1234713,-0.17,-0.83,31593,78191,44,32
455154,-0.38,-1.47,32207,80352,43,22
1401559,0.39,0.42,29892,73103,42,27
239673,-0.91,0.1,31819,81869,41,18
1773283,-0.86,-0.21,35655,83881,45,22
1363381,-1.06,-0.29,29138,82059,38,13
1540944,-0.13,0.41,31517,76831,43,22
1636826,-0.14,-0.54,29576,76026,44,27
2042862,-0.27,0.8,31253,78039,41,42
1554434,0.31,-0.51,29914,74842,44,14
1234761,0.13,0.36,30968,76370,43,29
598158,-0.17,-0.82,31593,78192,44,32
921890,0.53,-1.67,47391,79940,37,16
1592997,-0.1,-0.83,31600,77303,43,39
207300,3.12,0.11,33388,55605,32,14
178304,0.1,0.71,32361,77465,39,40
291785,0.74,-0.7,29467,73089,37,16
1323375,-0.83,0.27,34767,84354,47,24
319867,0.23,-0.9,31176,77136,45,19
1470439,-0.46,0.04,29518,80795,38,20
1854510,0.61,0.39,31169,74311,43,23
398618,-0.37,-0.81,29564,80431,38,11
171066,-0.47,0.14,30423,77752,42,17
1426952,-0.42,0.77,29177,80882,44,23
1257635,-0.46,-1.13,31604,78376,39,23
1388440,-1.03,2.36,30775,81704,38,40
887524,0.13,-0.65,29738,77441,39,17
114521,0.46,0.1,29464,73248,39,17
78960,-0.61,1.27,31520,81036,43,17
730430,0.15,-0.54,29495,73200,40,22
1599761,-0.54,-0.77,30765,78471,27,8
1080969,2.59,-0.71,31540,62073,31,2
1394901,-0.7,0.72,32024,81538,33,27
1322580,-0.57,0.19,31007,79675,42,19
1586794,-0.11,-0.31,31504,74055,41,31
1619784,0.42,-0.69,30646,74707,35,15
111758,4.46,1.04,32081,47607,27,15
361406,3.38,0.27,34886,55061,28,14
1165018,0.29,0.44,30992,74720,44,21
297330,-0.09,0.57,31951,76699,44,19
217095,0.3,-0.05,29730,74015,45,21
1170077,0.04,0.66,30653,77344,37,35
2073899,-0.95,-0.34,30968,81339,41,19
764255,-0.86,-0.2,35655,83881,44,22
483812,0.8,-0.2,31977,73819,40,19
1284163,0.45,-1.27,48037,80046,40,20
988776,-0.54,0.44,31429,81666,50,27
1051158,0.01,0.76,30904,74433,37,25
1436888,0.37,0.79,29593,72343,29,15
1060589,0.04,-0.72,31226,74706,32,13
1197774,-0.42,0.77,29177,80882,44,23
374355,-0.11,-0.02,31600,77111,45,24
1580124,-0.36,0.53,29942,77345,43,36
1039698,0.35,-0.3,31696,73727,37,12
182761,0.2,0.72,31978,77196,35,10
587055,0.2,0.61,31662,76269,42,22
1874792,-0.12,-0.54,30260,77069,44,16
215565,0.81,0.04,30555,72749,39,15
624964,-0.75,0.16,29084,82070,38,13
1365219,0.65,-0.25,50936,80283,43,14
1632922,-0.87,-0.53,32081,80268,45,23
723424,0.37,0.43,30653,73955,34,15
1576452,4.65,0.58,32339,47477,25,12
1558970,0.43,0.17,31021,73287,40,19
1633457,-0.75,-2.08,29223,82464,40,10
2035914,0.32,1.8,29734,72974,38,30
1331768,0.53,0.05,52447,80250,44,16
509358,-0.31,1.27,29516,76948,33,30
1743218,0.17,1.58,31338,74027,36,40
467470,0.97,-1.38,62970,83650,37,14
1751094,-1.23,0.08,32220,82545,38,23
2081231,-0.24,1.47,29601,76574,38,34
1698488,-0.18,-1.46,29504,77286,40,22
217701,-0.36,0.42,32095,80397,41,11
420195,0.62,1.15,31890,72756,39,22
1578455,-0.83,0.28,34767,84354,47,24
580336,0.46,0.03,31977,74260,47,25
596812,1.2,0.39,30619,66280,34,13
448873,0.22,0.26,31977,74261,42,22
1455313,-0.78,-0.36,29927,78566,41,21
330132,3.39,-0.82,35702,55279,21,9
740139,-0.82,-1.54,30333,81705,44,15
1935406,2.59,-0.71,31540,62073,31,2
1990578,0.37,0.13,31281,76761,31,8
1393976,-0.29,-1.51,30859,80892,39,10
976932,-0.71,-0.68,29097,81314,42,22
662057,0.02,0.93,30855,74322,41,41
2046348,-0.5,-0.3,31247,78149,32,13
1292929,-0.02,-0.79,31247,78493,42,26
2059479,0.04,-0.12,30377,77442,49,20
71731,-0.63,-0.97,32207,80417,39,23
1511028,-0.42,-0.87,29664,76614,39,13
1652808,-0.59,-2.53,31684,80938,41,12
1670069,0.32,-0.47,32205,74188,40,15
258314,-0.17,-0.66,31731,77289,42,25
1678060,0.34,0.25,30904,74276,41,24
1255453,-0.79,0.3,29197,80044,44,40
503822,0.23,0.03,31100,75281,41,28
1325295,-0.14,-0.54,29576,76027,43,27
1319602,-0.88,1.71,31431,80217,35,40
287675,0.58,-0.02,30904,74518,41,16
1258290,-0.02,-0.8,31247,78494,42,26
492765,0.02,-1.58,30892,79847,33,16
1578523,-0.86,-0.21,35655,83882,44,22
312794,0.33,0.52,30668,76720,36,8
258967,-0.38,1.67,31593,78285,36,42
1820085,-0.5,2.31,30027,77631,31,48
1839291,0.2,-0.84,31475,76524,44,19
2007515,0.57,0.53,30219,72729,42,35
538957,-0.86,-0.21,35655,83881,43,22
1600283,0.25,-0.51,30006,74695,40,37
731580,2.99,-0.54,32838,58588,33,8
38492,-0.81,2.1,29590,77947,36,47
959272,0.27,-0.98,31820,73549,37,15
2060106,-0.58,1.72,31593,78433,39,34
1495587,-1.01,1.52,29197,79768,38,36
998481,-0.91,-0.08,32207,80528,41,25
173724,-0.54,-0.78,30765,78471,25,8
737536,-0.47,1.19,29183,80291,44,18
1406861,-0.96,-0.44,29667,78467,44,20
2018848,-0.76,0.35,34815,83962,41,23
1202675,0.66,1.43,30884,72530,37,28
1235058,0.53,0.31,32173,74188,43,22
571588,-0.77,-1.24,31717,82493,44,17
1194932,0.02,0.14,31574,73487,41,16
1321359,-0.67,-1.09,29590,77779,40,36
522711,-0.01,1.79,30842,73313,37,30
505182,-0.92,0.79,32070,80287,33,44
46423,-0.18,0.21,30432,76904,37,41
744700,-0.54,-1.19,31429,81688,45,11
1975667,-1.24,-0.77,30775,81588,38,32
1217836,0.97,-1.39,62970,83650,38,14
797872,0.1,1.7,29752,76181,31,12
104177,0.4,0.5,30884,72802,38,31
1117298,0.46,0.03,31977,74259,46,25
1594431,0.14,-0.61,29576,76388,40,28
1508923,-0.79,2.1,29590,77946,37,47
1414051,-1.08,-0.79,32314,82397,40,22
58017,0.73,-1.35,31977,73986,48,15
1574806,0.66,-0.2,31380,72651,42,16
1099687,-0.23,0.61,29839,77170,46,16
1483004,0.53,0.96,28831,72738,40,20
923924,-0.58,-0.96,32207,80381,42,23
1107890,-0.22,1.89,29043,76441,39,23
1310766,-1.02,-1.15,32799,83965,47,27
2025045,-0.09,-0.57,29797,77403,41,21
1145752,-0.4,-0.45,30565,78142,39,16
1600469,2.59,-0.71,31540,62073,31,2
664178,3.39,-0.48,34992,55439,36,10
1860913,-0.43,0.15,32024,81350,45,24
589598,-0.66,0.61,31593,77982,38,31
1533712,1,-0.95,64457,84203,36,11
1623490,0.37,0.8,29716,72931,38,33
442925,-0.06,-0.85,29209,76716,38,25
953336,-1.22,1.49,30775,81945,31,24
857192,-0.01,-0.3,30993,76987,40,16
1127694,-0.86,-0.2,35655,83882,43,22
204057,0.35,1.19,29511,73075,37,18
1340628,0.07,0.52,29712,74872,37,17
1988755,0.29,0.44,30992,74721,43,21
499953,0.33,0.52,30668,76720,37,8
457620,-0.52,0.51,31642,77266,34,14
122907,0.08,1.47,31501,73718,36,31
340699,0.44,1.05,30771,73055,36,12
1721166,-0.45,0.77,32126,80135,51,20
1326584,-0.19,-1.34,32329,78122,37,17
2032130,-1.33,0.02,30735,82420,44,17
1235878,0.49,-0.44,31977,73986,33,18
1837146,-0.86,-0.21,35655,83882,44,22
99118,-0.7,-1.08,30331,80899,40,9
1131284,-0.18,-0.91,30688,75106,46,23
1660198,-0.47,0.21,29590,77866,40,44
802526,-0.83,0.28,34767,84354,49,24
609983,-0.68,0.12,32323,80545,43,23
1050928,-0.47,-0.18,31247,78342,43,22
835106,0.14,-0.69,31280,75323,37,13
805298,-0.8,2.1,29590,77946,37,47
1491001,-0.04,-0.96,28996,76357,44,17
864019,0.66,-1.08,29495,72756,44,22
864018,-0.06,-0.38,29587,76553,36,15
69348,0.37,0.8,29593,72343,30,15
86614,-0.41,0.3,30855,77005,41,25
1346096,-0.07,1.01,32257,76700,40,34
1166845,0.38,0.42,29892,73103,42,27
865019,-0.76,-0.5,30485,80302,38,15
587206,0.61,1,29495,73014,40,11
892965,0.2,0.08,29797,76426,43,14
566677,0.17,-0.72,31733,74011,32,15
822469,0.82,-0.85,31205,74817,41,6
275872,0.01,-0.11,30236,76601,41,19
718869,-1.16,-0.16,30297,81309,39,16
1886565,-0.46,0.15,30423,77753,42,17
1745223,-0.85,-0.2,35655,83882,43,22
1076477,-0.55,0.84,31600,77601,34,35
280439,-0.67,0.61,31593,77981,36,31
26866,-0.07,0.93,30904,74496,43,35
1430803,-0.28,-0.93,29590,77873,38,39
2091426,-0.5,1.67,29590,77639,39,46
70408,-0.74,1.11,29866,81527,36,11
840221,0.43,0.17,31021,73287,41,19
99755,0.57,0.21,31448,73798,37,10
142394,-0.68,0.48,29197,79573,37,37
774876,-0.54,0.21,30653,77352,40,30
659085,-1.02,1.01,31561,80454,32,34
841314,-0.29,-1.49,29648,77090,42,32
1385812,-0.27,-0.45,32269,78152,31,13
756638,-0.1,-0.83,31600,77299,42,39
211020,-0.06,1.55,29784,76724,34,14
261021,-0.81,0.11,30640,81624,34,13
391338,-0.57,1.42,29363,78157,48,34
1453012,-1.07,-0.3,28933,81222,40,19
1276624,0.43,0.45,30523,72997,41,22
1379445,-0.19,-0.43,31858,77514,41,11
1648997,-0.68,1.07,32035,81050,43,21
423456,0.61,0.77,30884,73037,38,36
33707,-0.81,-0.05,32207,80340,42,28
11810,-0.76,0.35,34815,83962,43,23
1901189,-1.14,1.86,29067,81375,37,46
269657,-0.46,0.66,31500,78137,36,17
1326348,0.18,1.65,31385,74772,31,12
1756058,-0.66,-0.09,30775,81918,39,39
381150,0.57,0.36,30751,72731,36,14
1562191,-0.07,-0.64,32258,76721,40,15
1144228,-0.16,0.05,29850,80611,34,12
119370,0.31,-0.51,29914,74842,42,14
162948,-0.42,0.82,31170,78587,36,18
1261515,-0.02,-0.77,50756,84217,42,20
94067,-1.02,1.01,31561,80455,32,34
242900,0.39,0.52,31586,73144,38,37
1155829,-0.11,0.51,31849,76544,36,18
462140,-0.9,-0.07,32207,80528,41,25
1467932,0.84,-1.03,63882,83628,37,12
169687,0.54,0.18,30925,73224,36,20
316323,-0.25,-1.84,31429,81487,42,27
1481697,0.3,-2.55,30535,75127,42,19
130895,0.1,-1,32005,76858,41,18
1287379,-0.47,-1.14,31429,81505,42,21
1449824,-0.28,-1.19,31593,78377,44,20
2046978,0.26,-1.92,30930,73363,42,20
570267,-1,-0.79,29127,81722,40,20
483106,-1.14,-0.52,28855,81084,37,21
496101,0.48,-1.55,29821,72546,35,10
1898399,4.38,0.49,30482,48558,22,8
1597848,-0.27,1.41,30260,77036,42,39
892547,-1.34,-0.71,31332,80941,41,16
1400547,0.4,-0.06,29495,72824,45,21
938574,0.45,-0.43,29717,73268,42,20
1934078,-0.54,0.21,30653,77352,39,30
1114109,-0.29,-1.7,31600,77309,38,31
1801335,0.49,-0.45,31977,73986,35,18
1549361,-1.01,-1.15,32799,83964,46,27
1314513,-0.47,-0.11,29242,76743,32,20
2015749,-0.53,0.37,30794,80334,40,10
449158,-0.9,-0.07,32207,80528,41,25
1455142,-0.05,-1.08,31814,76370,45,15
1629516,2.59,-0.71,31540,62062,31,2
565653,-0.55,0.31,29622,79662,37,16
516262,0.34,0.26,30904,74276,43,24
1727869,-0.09,0.52,31849,76543,37,18
73832,-1.14,1.15,29097,81083,40,48
1469401,-0.38,-0.37,30087,77841,39,16
1781105,0.15,1.22,29984,74509,35,34
559950,0.55,1.27,29726,72719,35,35
1784467,0.06,-0.24,29167,77353,48,18
691191,0.06,0.51,29712,74872,36,17
886626,-0.07,-0.64,32258,76721,42,15
156781,-0.09,0.15,29576,76057,42,22
1705011,0.35,1.2,29511,73075,37,18
8672,-0.38,1.27,31315,78449,33,37
1584300,-0.12,-2.23,30497,76655,45,25
2060916,-0.5,0.19,32281,79965,43,20
1682503,-0.07,0.94,30904,74497,42,35
267034,0.33,0.52,30668,76720,36,8
699326,-0.07,-0.63,32258,76721,41,15
1687029,-0.8,-1.19,32236,80843,42,17
778784,-1.09,2.37,30775,82024,39,40
723831,-0.74,0.63,31682,76980,31,44
245129,-0.74,-0.86,29708,80818,47,38
1700037,-0.6,0.8,29351,77428,36,23
1357916,0.92,-0.73,30914,72514,42,17
255983,-0.63,-0.96,32207,80416,43,23
738239,-0.52,0.38,30794,80333,38,10
712357,-0.29,-0.61,29197,77277,47,27
1901230,2.8,-0.05,34424,58874,36,15
1208350,-0.31,0.48,31600,77363,45,32
1016895,-0.33,-0.58,31590,76673,44,28
855567,-0.28,-0.39,29590,78039,41,26
549003,0.66,-1.09,29495,72756,45,22
11311,-1.14,-0.52,28855,81083,38,21
674787,-0.54,0.31,29622,79663,37,16
1789736,1.21,0.4,30619,66280,34,13
487106,0.53,0.05,52447,80250,44,16
483809,-0.09,-0.78,31342,78092,42,13
1979024,-0.47,0.88,31593,78092,39,33
635878,0.92,0.23,29131,72953,38,12
1770468,-0.08,0.15,29576,76056,42,22
92371,0.04,-0.78,30491,78421,41,22
872243,-0.2,0.32,30136,78326,40,35
1511459,-0.8,-0.05,32207,80339,42,28
305841,0.57,-0.8,32082,74824,38,18
1135770,-0.71,-0.52,32206,80671,38,22
644063,0.46,0.03,31977,74260,45,25
647574,4.51,0.57,31097,47909,31,22
651950,0.11,1.16,31449,74540,35,36
1479571,0.22,0.26,31977,74260,41,22
1375106,0.34,-0.07,31449,74473,36,32
496679,-0.74,-0.85,29708,80818,47,38
1765818,0.1,0.55,30522,72899,33,26
1875369,0.33,0.27,32173,74183,41,37
90317,-0.03,1.93,31593,77870,36,25
1084500,0.38,0.53,31586,73144,38,37
634474,-0.82,-0.01,29340,81165,45,18
1820326,-0.82,0.11,30640,81625,35,13
1711423,-0.85,0.32,30197,81580,38,41
383458,0.46,1.34,30580,72712,37,40
231401,3.13,0.11,33388,55606,32,14
835640,-0.73,-1.63,29310,78485,35,17
835642,-0.76,0.59,28875,80398,44,37
969531,-0.02,-0.57,29621,74630,40,16
11269,-0.89,-0.17,29029,81290,36,13
1116214,-0.87,1,32070,80328,32,47
1505024,0.83,0.51,31418,73618,40,29
1087978,-0.91,1.29,32098,81198,39,55
355366,-0.39,-0.6,31975,77695,31,15
1064898,0.53,0.05,52447,80249,43,16
614566,-0.18,0.56,29015,78091,41,20
1252119,-0.38,-1.48,32207,80351,41,22
1061778,-0.27,-0.34,31639,80480,39,14
553559,-1.12,-0.81,32404,80945,41,25
1797150,0.86,0.75,32154,74849,33,10
507501,-0.83,0.28,34767,84354,46,24
580635,0.46,0.03,31977,74259,47,25
861673,0.28,-1.1,29596,73549,44,18
811548,-0.59,-0.97,32207,80381,42,23
998036,0.12,0.07,30830,74036,37,21
1509021,-0.68,0.48,29197,79574,35,37
667857,-0.18,-0.44,30841,78187,43,14
414954,-0.85,0.35,32098,80259,37,35
1190398,-0.01,-1.82,30016,77540,40,17
1569963,0.8,-0.2,31977,73819,40,19
1759022,0.21,0.26,31977,74261,42,22
765755,-0.69,-1.9,29870,81217,41,13
1848525,0.28,-0.82,31873,76982,42,15
1525103,0.17,0.34,32258,76661,40,33
313835,-0.06,-0.62,32088,77436,36,15
1694681,-0.42,1.21,30933,78165,39,19
1991646,-0.8,0.29,29197,80044,44,40
795501,-0.97,-0.4,29379,81574,45,24
1527441,-0.28,-0.92,29590,77873,40,39
825466,-0.03,1.93,31593,77869,36,25
37693,-0.14,-0.32,30588,75789,39,22
1719557,0.24,-0.89,31176,77136,47,19
1636010,0.8,-0.2,31977,73819,40,19
1763638,0.85,-1.03,63882,83628,36,12
1583686,-0.73,-0.25,31236,80971,39,39
1848529,-0.47,-0.94,29197,79423,46,29
1737684,-0.04,0.35,29211,76574,44,22
25747,-0.66,0.52,29383,78218,43,15
455219,0.41,-0.58,49861,80216,44,20
1841960,-0.32,1.26,29516,76949,32,30
672552,4.42,0.85,28865,47685,32,15
10802,3.37,0.46,35877,55752,29,13
1492679,-0.32,-2.31,29576,76197,44,29
1396757,-0.06,0.94,30904,74496,45,35
161994,0.35,0.25,30904,74276,41,24
1991023,0.13,0.23,29346,76246,46,21
200249,3.41,0.26,33926,54915,30,9
1585206,4.42,-0.18,30884,48720,34,20
1594599,-0.97,-0.44,29667,78467,43,20
1171409,4.23,-0.69,29357,48995,35,14
21665,0.13,0.36,29467,72971,34,36
880093,-0.55,-0.11,31077,78188,40,23
614907,0.34,-0.3,31696,73727,34,12
1299176,-0.42,1.22,30933,78165,39,19
518180,-0.17,0.21,29749,77502,44,16
650064,0.3,0.95,30628,72908,36,29
791139,0.27,-1,51757,83826,26,5
1607917,-0.42,2.17,29163,78106,35,37
1066335,0.44,0.13,29375,73530,44,18
1846280,-1.02,-1.67,29379,81511,42,19
1363807,0.3,-0.35,31724,77155,38,15
697057,0.32,1.81,29734,72974,37,30
1411899,-0.44,-0.52,32123,78545,39,17
1812418,-0.25,-0.84,31683,77363,38,22
794748,0.37,0.81,29716,72930,38,33
452530,-0.27,1.4,30260,77036,41,39
372482,0.15,0.88,30628,73039,32,40
281931,0.15,-1.1,29986,74601,37,17
